ROD_CISLO,MENO,PRIEZVISKO,ULICA,PSC
566226/4336,Silvia,Martánová,Chovanová 117,95801
945317/1948,Lenka,Némethová,Chovanová 202,03601
836005/4563,Vlasta,Bartošová,Horváthová 976,97101
755809/2221,Nina,Kozmonová,Martinová 808,01001
865215/1589,Paulína,Zipserová,Holíceková 176,91101
545313/9264,Patrícia,Bakošová,Zajacová 921,91101
995417/5592,Ela,Balogová,Svrbíková 641,95801
Silvia     ,Tatárová,766226/6563,Luptáková 60,97101
Malvína   ,Kocová,746110/4555,Abrahámová 754,96901
Bohdana    ,Klapacová,895715/7189,Nezvalová 117,95801
Jana       ,Karulová,506216/9711,Kolníková 251,95801
Natália   ,Cajkovicová,535604/6799,Konrádová 873,05801
Michaela   ,Jakabová,585926/9365,Klapacová 243,91101
Veronika   ,Kováciková,995604/7598,Tóthová 703,97101
Anna       ,Bakošová,965104/8297,Hliníková 296,96001
Tatiana    ,Zipserová,895215/6695,Valachová 899,96001
Lea        ,Kufová,685812/2859,Hudáková 265,91101
Erika      ,Murinová,816011/4460,Pavelová 483,96901
Lenka      ,Zajacová,676123/6367,Nováková 280,95801
Matilda    ,Kovácová,845111/8659,Fischerová 955,91101
Bohuslava  ,Finková,945826/7525,Bakošová 268,95801
Petra      ,Cerníková,985422/6300,Nezvalová 724,04001
Iveta      ,Kufová,565523/4208,Karulová 819,96901
Júlia     ,Koceková,566119/2023,Oláhová 917,97401
Ema        ,Martánová,605226/4080,Fischerová 871,03601
Viktória  ,Kufová,595412/2374,Valachová 3,08001
Maroš     ,Abrahám,530101/1316,Murinová 905,03861
Bruno      ,Macek,840226/3308,Danová 854,04001
Roman      ,Tóth,620209/8890,Oláhová 740,97101
Matúš    ,Klapac,710821/2837,Jakabová 343,95801
Filip      ,Pavel,721212/1342,Holíceková 88,03601
Jaromír   ,Jakab,930807/2803,Maderová 264,97401
Juraj      ,Balog,910403/5541,Kufová 896,05801
Dalibor    ,Cíger,921220/6215,Rosová 550,95801
Pavol      ,Havran,980907/7316,Puškárová 340,05801
Alfonz     ,Konrád,701116/2942,Tatárová 303,04001
Milan      ,Karul,680911/7601,Kufová 70,04001
Valentín  ,Bakoš,580505/8269,Dusíková 697,95801
Emil       ,Tatár,861220/6824,Šimová 274,04001
Jozef      ,Németh,600412/6780,Kollárová 529,96901
Luboš     ,Abrahám,601002/5094,Nováková 927,04001
665527/3925,Alexandra,Balogová,Hudáková 679,01001
726225/8145,Romana,Mráziková,Kovácová 982,97401
716115/8223,Romana,Orlíková,Danová 333,96901
825416/9425,Andrea,Kocová,Maderová 556,91101
745905/7249,Alica,Nováková,Nováková 684,95801
756109/4056,Viktória,Klapacová,Kozmonová 170,91101
845604/5575,Katarína,Finková,Richtárová 352,03861
645227/5848,Sona,Zipserová,Žigmundová 245,90101
676228/4769,Veronika,Tomaneková,Nováková 599,08001
596001/8617,Sona,Cígerová,Ondrášová 461,97101
935901/5110,Nina,Urbanová,Kufová 698,05801
985103/4792,Valentína,Cígerová,Zipserová 726,04001
625105/6518,Nina,Holíceková,Rosová 752,97401
696202/3363,Elena,Zipserová,Havranová 944,95801
545928/5524,Paulína,Bartošová,Sklárová 442,01001
615715/7115,Zlatica,Urbanová,Némethová 403,05801
985428/9889,Monika,Mikuláková,Skokanová 771,97401
586021/5538,Beáta,Konrádová,Kolníková 477,03601
645118/3319,Eva,Galíková,Cígerová 591,05801
995516/1611,Anna,Jurášová,Ondrášová 519,97401
555309/5324,Jana,Danová,Nováková 780,95801
765706/9680,Jarmila,Cajkovicová,Kovácová 515,01001
895304/7146,Daniela,Karulová,Jakabová 924,05801
565326/2415,Vlasta,Nováková,Finková 227,05801
806025/5124,Nataša,Farkašová,Cajkovicová 690,03861
606224/9194,Vlasta,Hostáková,Martánová 722,97401
715717/7321,Marta,Oláhová,Balogová 757,95801
895723/2876,Lenka,Kocová,Karulová 319,97101
786103/8310,Daniela,Nováková,Kolníková 80,03601
855805/1865,Zita,Klapacová,Kovácová 631,96001
875618/4348,Dominika,Kocová,Cerníková 123,08001
505501/4632,Vladimíra,Konrádová,Kozmonová 814,91101
755815/1506,Viktória,Klapacová,Dusíková 178,97101
885828/7037,Daniela,Jurášová,Svrbíková 604,03601
735313/6498,Veronika,Lojová,Galíková 788,03601
515207/2341,Veronika,Mikuláková,Pavelová 688,95801
686003/5370,Lucia,Bartošová,Zajacová 388,01001
755604/2212,Paulína,Pavelová,Fischerová 170,96001
685227/8027,Katarína,Martánová,Hudáková 51,01001
646008/5657,Laura,Jurovicová,Pavelová 907,03601
505316/7178,Ema,Holíceková,Hostáková 505,91101
936110/8698,Veronika,Jánošová,Oláhová 954,05801
895212/4735,Lucia,Martánová,Némethová 913,03861
835511/3209,Darina,Kozmonová,Luptáková 610,03861
766220/8218,Perla,Kolníková,Vencelová 67,08001
785704/4764,Tatiana,Ondrášová,Nováková 158,03601
725109/1887,Agáta,Papová,Kocová 731,04001
665112/2833,Renáta,Hliníková,Hanaková 69,96901
905110/6324,Lenka,Nováková,Pavlíková 821,03601
825520/1399,Júlia,Skokanová,Rosová 920,03861
995707/7014,Jana,Jakabová,Kováciková 187,96901
906025/4428,Ivana,Fischerová,Palovicová 81,96901
936122/5940,Ivana,Markovicová,Balogová 4,95801
695819/6835,Antónia,Bezáková,Konrádová 884,03861
886115/5436,Sona,Horváthová,Tušová 194,97401
835626/4399,Lenka,Gajdošová,Kocová 864,05801
886124/4388,Jarmila,Mráziková,Zubeková 236,95801
896026/7328,Júlia,Skokanová,Mikuláková 805,95801
665627/7811,Tamara,Gajdošová,Lojová 483,08001
576219/3937,Ingrida,Havranová,Cajkovicová 14,90101
755920/5683,Tatiana,Tatárová,Oláhová 717,97101
946207/6151,Anastázia,Heretiková,Orlíková 605,97401
666003/1735,Denisa,Nováková,Abrahámová 511,90101
565415/9743,Lenka,Skokanová,Valachová 709,91101
975328/3919,Ivana,Hanaková,Bakošová 69,01001
945718/4861,Jana,Danová,Nováková 349,97101
785820/5065,Eliška,Hostáková,Pucherová 595,91101
795209/3507,Tatiana,Némethová,Nováková 622,04001
695926/6597,Zora,Marcinová,Kufová 576,03601
935211/3974,Daniela,Jánošová,Markovicová 423,08001
675326/6505,Miriama,Zubeková,Havranová 804,08001
755111/4464,Laura,Konrádová,Molnárová 480,01001
696105/1642,Sona,Martánová,Móricová 773,95801
596225/4527,Edita,Luptáková,Némethová 718,03601
765808/4267,Veronika,Danová,Bartošová 991,96001
726119/2061,Lenka,Šimová,Balážová 539,05801
846015/9634,Tatiana,Molnárová,Markovicová 164,95801
695521/6852,Terézia,Molnárová,Marcinová 303,97401
515322/1594,Jana,Hudáková,Bakošová 887,96001
926118/2364,Nina,Konrádová,Galíková 36,08001
545517/9734,Žofia,Cígerová,Sklárová 495,91101
685512/3999,Bohuslava,Koceková,Nováková 177,96901
775803/9852,Dorota,Tušová,Ondrášová 487,03861
995612/2683,Sofia,Kyselová,Kovácová 648,96001
655222/1708,Vieroslava,Bezáková,Gajdošová 834,03601
555903/4636,Terézia,Cerníková,Marcinová 293,97101
585305/6588,Simona,Chovanová,Gálisová 185,96901
645206/3042,Vlasta,Lojová,Murinová 669,03601
805818/9808,Lenka,Abrahámová,Tomaneková 233,03861
575704/6873,Jana,Horváthová,Svrbíková 772,03601
865918/9832,Erika,Nováková,Némethová 533,03861
885908/9979,Vlasta,Pucherová,Farkašová 298,95801
625804/1543,Nikola,Kyselová,Maderová 916,91101
696123/2758,Alica,Luptáková,Nováková 504,97101
625616/4891,Alica,Lukácová,Ondrášová 146,01001
815919/9008,Jana,Simonová,Fischerová 170,96901
615409/9480,Sofia,Hudáková,Tóthová 503,97101
705403/4867,Lucia,Gajdošová,Bartošová 902,95801
595909/3550,Katarína,Vencelová,Skokanová 6,96001
965812/5305,Alexandra,Svrbíková,Farkašová 666,04001
575926/3670,Natália,Rosová,Hostáková 5,05801
605902/6622,Gabriela,Finková,Sklárová 794,08001
905108/7756,Katarína,Poláková,Poláková 682,91101
765203/5477,Lenka,Klapacová,Kolníková 90,91101
565120/1166,Natália,Lukácová,Hudáková 678,96001
915412/8471,Lenka,Kocová,Pavelová 745,96001
745602/5828,Alena,Koceková,Kollárová 501,90101
636019/7340,Romana,Nováková,Jakabová 422,96001
545102/8217,Ivana,Martánová,Tomaneková 638,97101
885821/8359,Paulína,Kyselová,Kováciková 507,04001
565807/8798,Lenka,Tatárová,Gajdošová 292,90101
565513/7681,Milena,Tomaneková,Zubeková 457,97101
555602/2662,Jana,Hliníková,Hudáková 494,95801
885619/7845,Sára,Klapacová,Dullová 389,01001
655528/3099,Jana,Galíková,Mráziková 18,90101
935102/8682,Katarína,Kováciková,Kollárová 130,96901
535913/6959,Jana,Nováková,Jakabová 506,95801
935312/5524,Lenka,Jurovicová,Klapacová 824,05801
675201/5915,Sofia,Danová,Žigmundová 943,91101
505923/3081,Júlia,Poláková,Balážová 70,91101
775926/6115,Zuzana,Nováková,Martinová 818,97401
916009/2884,Henrieta,Poláková,Palovicová 750,08001
745626/4804,Erika,Nováková,Zajacová 151,91101
966128/5368,Jana,Trlíková,Lukácová 529,08001
976210/1376,Katarína,Trlíková,Oláhová 578,04001
645211/9710,Daniela,Klapacová,Richtárová 998,96001
636110/8050,Patrícia,Némethová,Bartošová 328,97101
565123/5877,Nina,Vencelová,Balogová 730,96001
876205/8611,Jana,Trlíková,Danová 639,04001
895713/5304,Bohuslava,Richtárová,Balážová 873,97401
815903/8415,Bohumila,Abrahámová,Dullová 811,03861
825711/5420,Romana,Luptáková,Lukácová 304,95801
635116/9666,Eva,Bezáková,Gajdošová 894,97101
735515/4299,Kristína,Nováková,Gajdošová 398,03861
906212/6635,Irena,Hudáková,Kollárová 651,04001
985525/4850,Lenka,Urbanová,Trlíková 216,90101
745123/8565,Dorota,Svrbíková,Tóthová 680,91101
845102/7905,Daniela,Karulová,Koceková 299,03601
765513/6843,Alena,Šimová,Havranová 728,05801
695912/4188,Simona,Lojová,Abrahámová 35,08001
945312/3412,Irena,Dullová,Trlíková 100,01001
825814/2098,Alica,Galíková,Jánošová 708,05801
675601/8342,Katarína,Kufová,Kollárová 154,90101
805827/4933,Tatiana,Urbanová,Zubeková 448,05801
845106/5559,Vanda,Šimová,Balogová 76,08001
706106/2927,Veronika,Urbanová,Lojová 796,04001
795124/1431,Jana,Svrbíková,Móricová 66,03601
585528/5153,Lucia,Palovicová,Pucherová 849,01001
955424/8788,Nina,Dullová,Šimová 577,96901
965122/1696,Alica,Farkašová,Nováková 486,05801
975918/4822,Vanesa,Tatárová,Nováková 169,90101
786203/4235,Lívia,Urbanová,Nezvalová 952,04001
615226/7754,Júlia,Richtárová,Zipserová 31,01001
985907/4726,Miloslava,Urbanová,Orlíková 325,01001
816220/6549,Daniela,Papová,Chovanová 417,90101
705820/7980,Eva,Hanaková,Kováciková 259,96901
856214/5980,Katarína,Némethová,Jánošová 788,08001
615403/1258,Katarína,Horváthová,Sklárová 803,01001
706123/2148,Viktória,Bakošová,Papová 827,91101
725409/4632,Lenka,Gálisová,Oláhová 713,03861
996016/8070,Kristína,Palovicová,Tóthová 30,03861
775723/8364,Eva,Jakabová,Gálisová 822,90101
935212/7443,Drahomíra,Hanaková,Palovicová 665,97401
935120/8943,Iveta,Zubeková,Markovicová 512,97401
585819/7413,Eva,Nováková,Poláková 662,01001
765619/3444,Irena,Valachová,Poláková 183,95801
785313/3618,Tatiana,Mikuláková,Kyselová 893,97101
855518/4776,Vanesa,Cígerová,Sklárová 979,90101
635724/5499,Alena,Farkašová,Jakabová 163,03601
665326/1154,Ela,Bezáková,Puškárová 854,01001
836106/7782,Simona,Nováková,Kováciková 629,05801
595114/3391,Alica,Svrbíková,Dullová 982,04001
555601/2741,Lenka,Kollárová,Trlíková 579,03601
796016/2512,Veronika,Maderová,Bezáková 66,01001
725227/2635,Ivana,Jurášová,Pavelová 895,05801
505401/4303,Dominika,Bezáková,Kozmonová 602,96001
525303/4438,Edita,Urbanová,Orlíková 782,97401
645325/5055,Romana,Klapacová,Luptáková 474,95801
645910/3195,Petra,Luptáková,Simonová 465,05801
745306/6770,Katarína,Valachová,Šimová 704,04001
675510/5660,Sona,Móricová,Svrbíková 217,03861
616008/7979,Sona,Molnárová,Holíceková 561,95801
775914/5119,Lenka,Cerníková,Kocová 620,08001
645910/2110,Lenka,Nováková,Bartošová 597,95801
976115/5668,Daniela,Rosová,Balážová 979,96901
736228/4996,Elena,Puškárová,Kozmonová 685,91101
946103/2423,Vlasta,Nezvalová,Tomaneková 687,95801
556210/5923,Lenka,Nováková,Nezvalová 371,95801
726112/3429,Edita,Tóthová,Luptáková 770,97401
645202/1549,Katarína,Sklárová,Chovanová 956,96901
905217/6827,Sona,Fischerová,Finková 896,03601
715726/5499,Romana,Kovácová,Hostáková 934,03861
976019/8499,Lenka,Hanaková,Puškárová 829,03861
626116/4204,Sona,Cígerová,Pucherová 140,97101
785528/7923,Petra,Kovácová,Dusíková 108,04001
785315/3011,Katarína,Mráziková,Heretiková 714,01001
575803/6172,Nina,Sklárová,Lukácová 42,90101
766202/3034,Vladimíra,Cerníková,Lojová 536,97101
825219/5996,Veronika,Markovicová,Kováciková 406,03601
535523/8190,Dana,Richtárová,Molnárová 90,97401
695815/5438,Ivana,Urbanová,Oláhová 952,97101
885720/1236,Paulína,Havranová,Jurášová 317,96901
745417/5005,Nina,Tušová,Tomaneková 536,97101
885116/6047,Laura,Richtárová,Marcinová 176,03861
535615/9995,Marcela,Kufová,Skokanová 827,95801
716016/2626,Ivana,Mikuláková,Koceková 372,97101
975613/8622,Karina,Trlíková,Koceková 712,97401
795923/1287,Zuzana,Havranová,Tušová 779,91101
585510/2777,Ema,Poláková,Hanaková 100,97101
615915/6531,Vlasta,Žigmundová,Tušová 92,97101
725516/2485,Viktória,Zubeková,Šimová 705,97101
606008/2998,Lenka,Poláková,Zubeková 949,08001
645912/8030,Beáta,Palovicová,Kováciková 497,90101
686006/1853,Henrieta,Zajacová,Kovácová 417,96001
815505/6547,Malvína,Koceková,Bakošová 461,90101
945405/9773,Vlasta,Karulová,Karulová 733,01001
515128/3633,Jana,Jurášová,Sklárová 102,96901
866006/8178,Ema,Trlíková,Farkašová 464,01001
506121/2405,Lenka,Cígerová,Urbanová 267,03601
695604/4710,Ela,Jánošová,Zubeková 71,08001
645911/5807,Lenka,Tušová,Zipserová 750,96901
705513/2880,Karina,Balážová,Jurovicová 220,08001
655522/3029,Petra,Danová,Oláhová 922,96901
635817/9609,Nikola,Danová,Kolníková 402,96901
525725/8535,Perla,Zubeková,Dullová 863,97401
896204/8286,Petra,Kolníková,Tatárová 466,96001
826128/2189,Eva,Tušová,Cajkovicová 820,08001
595903/1516,Veronika,Balážová,Jurovicová 696,08001
785925/1485,Lenka,Papová,Jánošová 228,96901
665324/3672,Ivana,Martánová,Maceková 459,97101
746005/3611,Sona,Valachová,Dusíková 513,03861
675122/3855,Daniela,Havranová,Chovanová 856,01001
555805/3372,Eva,Móricová,Rosová 630,96901
595125/1970,Júlia,Ondrášová,Markovicová 315,01001
855802/4327,Eva,Simonová,Nováková 960,97101
715728/7423,Sofia,Abrahámová,Finková 778,03861
735724/2801,Eliška,Gálisová,Kováciková 825,96901
876222/6675,Sona,Papová,Molnárová 977,90101
765926/4647,Nina,Simonová,Koceková 465,04001
816214/5383,Nina,Chovanová,Dusíková 363,91101
505227/7369,Eva,Konrádová,Jurášová 589,05801
685209/4740,Michaela,Molnárová,Havranová 37,03861
615516/3501,Lenka,Jánošová,Cígerová 429,96001
515715/7933,Zlatica,Trlíková,Martánová 886,96001
745624/8426,Erika,Skokanová,Kufová 670,97401
975518/3843,Alena,Galíková,Skokanová 875,05801
795218/7731,Nina,Nováková,Valachová 544,91101
656011/5938,Žofia,Sklárová,Zipserová 30,91101
955410/4811,Vanesa,Zipserová,Šimová 343,91101
675824/8682,Lenka,Pavlíková,Havranová 222,96901
746204/5232,Dominika,Markovicová,Vencelová 861,97401
685316/2506,Irena,Koceková,Mráziková 602,95801
675201/7089,Marcela,Karulová,Puškárová 753,01001
985704/9454,Veronika,Maceková,Svrbíková 186,91101
595304/9887,Sona,Ondrášová,Jakabová 871,96901
975922/6378,Anežka,Karulová,Nováková 987,03861
995215/5116,Kristína,Hostáková,Šimová 452,08001
895212/1257,Lucia,Zajacová,Zipserová 160,96901
666027/1992,Vladimíra,Pucherová,Lukácová 411,05801
925214/5564,Simona,Karulová,Pucherová 954,97401
925127/9498,Edita,Pavelová,Richtárová 422,03601
516128/8581,Gabriela,Klapacová,Palovicová 78,03601
635308/8662,Miroslava,Hostáková,Nováková 30,03601
695507/4831,Kristína,Papová,Zipserová 239,01001
845726/6679,Dáša,Jurovicová,Kováciková 729,95801
856207/3381,Valentína,Jánošová,Fischerová 184,97401
695326/8951,Veronika,Oláhová,Abrahámová 53,03861
985120/1201,Nina,Kollárová,Danová 235,97401
995917/2139,Dana,Farkašová,Murinová 814,95801
945809/3101,Linda,Gajdošová,Karulová 5,97101
866219/3949,Ivana,Maderová,Nezvalová 499,96001
705425/9415,Nina,Cígerová,Marcinová 748,90101
595405/3339,Lenka,Markovicová,Markovicová 204,95801
635504/1770,Nina,Móricová,Murinová 153,91101
565409/5947,Alica,Zubeková,Sklárová 65,91101
745604/8633,Kristína,Sklárová,Maderová 825,03601
675219/6763,Lenka,Heretiková,Lojová 564,03601
805726/7826,Drahomíra,Lojová,Maderová 442,91101
845618/5408,Jana,Kozmonová,Vencelová 891,90101
655605/2041,Alena,Nováková,Mráziková 453,03861
956128/3544,Monika,Tóthová,Tatárová 286,97401
966022/6172,Eva,Gálisová,Rosová 775,96901
505520/7658,Ivana,Tatárová,Mikuláková 541,91101
575803/5175,Vlasta,Farkašová,Papová 418,90101
875705/4567,Denisa,Hliníková,Jurovicová 624,03861
855107/9203,Lenka,Dullová,Richtárová 840,03601
675103/9327,Jana,Heretiková,Zubeková 57,90101
915114/6286,Sára,Trlíková,Zajacová 360,03861
985628/9932,Denisa,Trlíková,Ondrášová 32,96901
996222/5649,Simona,Nezvalová,Vencelová 149,97401
985705/6093,Mária,Nováková,Lojová 158,01001
525426/4382,Eva,Nováková,Martánová 44,01001
995518/8860,Žofia,Galíková,Molnárová 661,08001
625803/5303,Vlasta,Tóthová,Svrbíková 962,90101
915720/2297,Anežka,Koceková,Žigmundová 524,96001
775617/8417,Anna,Poláková,Urbanová 376,97101
636225/7335,Lenka,Murinová,Tatárová 747,95801
925908/6650,Eva,Svrbíková,Bezáková 165,97101
515528/5124,Eva,Gálisová,Tušová 140,05801
785405/4878,Lenka,Poláková,Horváthová 235,90101
625119/9479,Zita,Horváthová,Markovicová 370,01001
825902/8787,Daniela,Jurášová,Kollárová 591,91101
575109/8894,Alica,Balogová,Horváthová 593,01001
885105/9082,Nina,Lukácová,Dullová 398,96001
846213/2500,Matilda,Bakošová,Kufová 984,95801
835309/7462,Marcela,Skokanová,Valachová 501,90101
745404/3623,Ela,Bezáková,Tóthová 490,08001
756114/1375,Darina,Urbanová,Pucherová 85,95801
716202/8590,Viera,Bakošová,Zipserová 443,01001
616210/1994,Katarína,Kováciková,Palovicová 647,90101
775125/9286,Tatiana,Balogová,Maceková 335,05801
665418/5046,Lujza,Gálisová,Nováková 788,95801
885727/5802,Katarína,Cerníková,Papová 205,97101
775328/2213,Bohdana,Hostáková,Heretiková 48,01001
795811/2670,Eva,Žigmundová,Rosová 416,03861
965217/1446,Dominika,Bartošová,Kovácová 61,91101
645603/4381,Nina,Poláková,Hliníková 716,08001
865801/6933,Nina,Jurášová,Farkašová 882,97101
696025/6367,Tatiana,Zipserová,Tušová 864,97401
665108/2173,Dorota,Martinová,Jakabová 825,97401
745405/7655,Jarmila,Pavlíková,Jurovicová 31,03861
616008/1925,Ela,Hliníková,Klapacová 526,96901
516015/3655,Dana,Lojová,Richtárová 247,90101
805128/7881,Romana,Markovicová,Hudáková 899,97401
616011/9548,Vanda,Bakošová,Zipserová 693,95801
715224/3544,Silvia,Nováková,Molnárová 324,97101
555801/2249,Lenka,Palovicová,Balogová 59,97401
995716/2665,Paulína,Nováková,Lojová 962,03861
636223/5388,Nikola,Nováková,Oláhová 951,05801
976107/2871,Iveta,Holíceková,Chovanová 133,91101
885516/3087,Vlasta,Farkašová,Jánošová 788,08001
